aspect_id,performance_id,section,aspect_num,aspect_desc,info_flag,credit_flag,base_value,factor,goe,ref,scores_of_panel
3cb27e1469,e768519579,elements,1,1A+1T,,,1.5,,0.0,,1.5
3cb450a7c4,dde37a54b4,elements,6,1F+1Lo,,x,2.0,,0.0,,2.0
3cbdbc27be,f7c1f22cf7,elements,1,2S,,,1.3,,-0.17,,1.13
3cd8285512,c4f74b584e,components,,Skating Skills,,,,1.0,,,2.33
3cdda93605,4a048850bc,elements,7,FCCoSp2,,,2.5,,-0.33,,2.17
3cece6f159,691b4ec933,elements,,,,,11.6,,,,11.25
3cf4103795,d302863698,elements,1,1S+1T,,x,1.6,,0.0,,1.6
3d028894ba,0c564afae2,components,,Performance,,,,2.5,,,2.42
3d179f4ef0,3b5ec5ad10,elements,1,SSpB,,,1.1,,-0.04,,1.06
3d19b0116f,ce8038e2c9,elements,8,1A,,,1.1,,0.15,,1.25
3d1d31a9f1,a79b4b906f,elements,2,1Lz+1A+SEQ,,,1.36,,-0.18,,1.18
3d1ec508f7,e19fb1870a,components,,Skating Skills,,,,2.5,,,2.17
3d46328f24,daf3d8af16,elements,,,,,11.4,,,,10.44
3d5ec770fd,bfe3387c0e,elements,8,1A+1T,,,1.5,,0.04,,1.54
3d613f99c9,696581df34,elements,1,1A+1Lo,,,1.6,,-0.11,,1.49
3d91f56446,e93cca6a6b,components,,Interpretation,,,,1.0,,,2.5
3db4f7df4a,a07c29680d,components,,Skating Skills,,,,2.5,,,2.5
3ddfdadec9,ce8038e2c9,elements,4,CCoSp1,,,2.0,,0.4,,2.4
3de369ee82,2217671bc8,components,,Performance,,,,2.5,,,2.42
3de72b32f6,85908e5dc9,elements,,,,,10.3,,,,9.97
3e045dd064,a390cf882d,components,,Transitions,,,,0.5,,,1.67
3e28b66284,501014a6eb,components,,Performance,,,,1.7,,,3.25
3e2e99c3da,b1441268bd,elements,2,CCoSp2,,,2.5,,0.42,,2.92
3e32942e4c,fdf4edffc3,elements,4,StSq1,,,1.8,,0.0,,1.8
3e364775e4,e3978df89c,elements,6,StSqB,,,1.5,,-0.2,,1.3
3e3bc5e02d,3bd8052b3d,components,,Interpretation,,,,0.5,,,1.58
3e44f1472c,5869bb8ad4,elements,3,2S,,,1.3,,-0.56,,0.74
3e62641e5b,eafa5802d0,elements,4,CCoSp2,,,2.5,,-0.25,,2.25
3e72067e15,6c858bc0ee,elements,1,1A,,,1.1,,0.04,,1.14
3ee2d1c9be,bfe3387c0e,elements,7,2T,,,1.3,,-0.26,,1.04
3f06c638e8,80236df2a4,elements,,,,,12.3,,,,12.67
3f0e3fec70,968e4d57bb,elements,2,CCoSp2,,,2.5,,0.33,,2.83
3f15e16cde,152efd405d,components,,Skating Skills,,,,1.6,,,3.58
3f3d5d5702,68f3fb95f9,elements,2,1A,,,1.1,,0.11,,1.21
3f4275b7b0,2217671bc8,elements,4,StSq1,,,1.8,,-0.06,,1.74
3f48d27685,5f50da0265,elements,3,1F+1T,,,0.9,,0.0,,0.9
3f4f37f8e1,7877fb591a,elements,1,1S+1T,,x,1.6,,0.04,,1.64
3f53358383,536a6c986d,elements,2,1A+2T,,,2.4,,-0.13,,2.27
3f89087f29,02f4eae2a0,components,,Interpretation,,,,1.0,,,2.5
3f90a8792c,eafa5802d0,elements,7,1F+1T,,,0.9,,0.0,,0.9
3fa66490ba,acc7622aa0,components,,Interpretation,,,,1.0,,,1.58
3fa9e957ff,c50fbeb9db,elements,4,2Lo,,,1.7,,-0.85,,0.85
3faec7dcae,66f7086436,elements,1,1A+2T,,,2.4,,0.04,,2.44
3fb7dca774,e4f470c534,elements,7,2S+2Loq,q,,3.0,,-0.34,,2.66
3fc4c1b913,556273d14d,elements,2,3T,,,4.2,,-1.4,,2.8
3fcd9a0d09,506ccbb4da,elements,5,2Lo<,<,,1.36,,-0.36,,1.0
3fdf9f2c19,4a048850bc,elements,6,1A,,,1.1,,0.07,,1.17
3feacf911c,42d83bdccb,elements,,,,,8.1,,,,8.05
3ff1d57a78,506ccbb4da,components,,Interpretation of the Music,,,,1.7,,,2.75
3ff461355b,eb7b8172b4,elements,4,1F+1T,,,0.9,,-0.03,,0.87
400d4429c0,6cdcb662e6,elements,7,StSq1,,,1.8,,0.0,,1.8
40259bdb42,4f537986c8,elements,1,CoSpBV*,*,,0.0,,0.0,,0.0
402a5fa4ba,233ed55b10,elements,,,,,16.2,,,,15.11
403ba68ebe,ada16af4a8,components,,Performance,,,,2.5,,,2.67
404c68a43e,d605f101cb,elements,8,2S,,,1.3,,-0.22,,1.08
40635648fb,625f546e5b,components,,Skating Skills,,,,1.0,,,2.83
40a4b14a2a,089c83d095,elements,7,SSp1,,,1.3,,-0.13,,1.17
40ada29bf3,9e9f633dd0,elements,3,CSSp2,,,2.3,,-0.23,,2.07
40b8ebca85,e19fb1870a,elements,2,2S<,<,,1.04,,-0.21,,0.83
40bdbf2847,40e368c142,elements,7,SSp1,,,1.3,,0.0,,1.3
40c49e6671,8da29c25af,elements,6,1A+1Lo,,,1.6,,0.04,,1.64
40e45383c4,802207973b,elements,8,CSSp2,,,2.3,,0.15,,2.45
4112643bcd,71a4576c93,elements,5,1A+1Lo,,,1.6,,0.11,,1.71
411547348b,c9635f3dba,elements,2,StSqB,,,1.5,,0.0,,1.5
4140c5f06c,2c07a3da99,elements,,,,,8.0,,,,7.36
4142864ee2,dde37a54b4,elements,4,CoSp1V,,,1.28,,-0.22,,1.06
4182bcbaee,8a32141694,components,,Performance,,,,2.5,,,3.42
41aa5f3a90,a03453249b,elements,,,,,2.6,,,,2.38
41b3041d7d,c5c2bafc0d,components,,Interpretation of the Music,,,,1.7,,,3.33
41ce71dc31,2217671bc8,elements,5,1F+1T,,,0.9,,0.0,,0.9
420639343c,e4ca76a2ba,components,,Performance,,,,2.5,,,2.92
420e09c3be,089c83d095,elements,5,StSqB,,,1.5,,-0.3,,1.2
42200037b4,dde37a54b4,elements,7,SSp,,,0.0,,0.0,,0.0
423139760d,daf3d8af16,elements,5,2S,,,1.3,,0.0,,1.3
425931c3cb,0da35986de,elements,5,CCoSp2,,,2.5,,0.08,,2.58
4260f458f9,452f219b70,elements,2,StSqB,,,1.5,,0.05,,1.55
4273242e66,723cebacb2,elements,7,1F,,,0.5,,0.03,,0.53
427e83d75b,505f8ee056,elements,,,,,10.74,,,,10.19
428a6f5373,5fc1013d34,components,,Performance,,,,2.5,,,2.33
42b37c052f,0ccca59e4b,elements,2,1A,,x,2.2,,-0.04,,2.16
42c2a077d7,1ca52c6ec3,elements,4,1F+1Lo,,,1.0,,0.02,,1.02
42e899c2c0,e5979d4a9e,elements,,,,,10.93,,,,9.91
4307eac1fb,0839b7c97e,elements,4,1A+1Lo,,,1.6,,0.0,,1.6
430b30c345,5869bb8ad4,elements,4,SSp1,,,1.3,,0.09,,1.39
431882cb43,d5ed5817b7,elements,2,3T,,,4.2,,-1.4,,2.8
43739ad090,7986f7aba7,components,,Skating Skills,,,,1.0,,,1.25
4388be6874,3b5ec5ad10,elements,2,1T,,x,0.8,,-0.01,,0.79
438b10c99f,b2bf35d57d,elements,7,CCoSp,,,0.0,,0.0,,0.0
43916a779f,e93cca6a6b,components,,Transitions,,,,1.0,,,2.33
4397fe4c4d,968e4d57bb,components,,Performance,,,,1.7,,,3.33
439c355539,33f558ef67,components,,Performance,,,,1.7,,,3.42
43bfd7a1e3,36512b63e8,components,,Interpretation of the Music,,,,1.7,,,3.58
43d982bb43,1d3ae89e3d,elements,2,StSq3,,,3.3,,0.22,,3.52
43e955602f,3800253dab,components,,Skating Skills,,,,2.5,,,2.42
43f6f3db91,481fede470,elements,7,1A,,,1.1,,0.0,,1.1
43faad3aa3,e3978df89c,elements,3,1A,,,1.1,,-0.07,,1.03
4403bc6e52,f1b4bbab50,elements,4,1F+1Lo,,,1.0,,0.0,,1.0
4407fa3ca7,06a4083116,components,,Performance,,,,2.5,,,2.42
443659b460,66280bab53,elements,1,2Loq+1T,q,,2.1,,-0.34,,1.76
443c6145bb,7844d971b7,components,,Skating Skills,,,,2.5,,,2.67
445464ec18,38f2dd0b4e,elements,4,StSq3,,,3.3,,0.22,,3.52
449c0b2aa5,b59a716b68,components,,Transitions,,,,1.8,,,3.75
44a7448cdf,e24d0572a2,components,,Interpretation,,,,1.0,,,2.25
44b5c1f95d,3525629243,elements,5,StSqB,,,1.5,,-0.05,,1.45
44bf0243f0,994de780c3,elements,,,,,13.71,,,,12.91
44bf5b440c,bfe3387c0e,elements,2,StSq1,,,1.8,,-0.06,,1.74
44dfb69059,c5c2bafc0d,elements,,,,,12.74,,,,11.09
44e6292255,14ddb46c80,components,,Performance,,,,2.5,,,2.58
44f0e1ee33,78439e5881,elements,3,1S,,,0.4,,0.0,,0.4
4504f2fc8b,3aa8d01d9c,elements,3,1S,,x,0.8,,0.0,,0.8
4530fcb22c,3cfaaddd7a,elements,4,StSq1,,,1.8,,0.0,,1.8
453a85e2bc,a69a41a5c0,elements,,,,,8.88,,,,5.92
453b2a5fca,c3a061e577,elements,2,1A+1Lo,,,1.6,,0.11,,1.71
455ef537f4,f8f05265a4,elements,1,1A<,<,,0.88,,-0.41,,0.47
456cc89a0a,6bf59c1925,elements,,,,,7.2,,,,7.26
45aeaa1f77,0826d24021,elements,6,2S,,,1.3,,-0.04,,1.26
45b357e0e7,68f3fb95f9,components,,Skating Skills,,,,1.7,,,3.5
45c00071c2,c9635f3dba,components,,Performance,,,,0.5,,,2.33
45d440b9f6,2674095a84,elements,4,1T,,x,0.8,,-0.03,,0.77
45e7ba5844,7877fb591a,elements,3,SSp1,,,1.3,,0.09,,1.39
45eeb8def6,0ffb75eb13,elements,1,2Loq,q,,1.7,,-0.28,,1.42
4610b1cf75,542d4970b9,components,,Skating Skills,,,,1.7,,,3.17
463bd64482,42d83bdccb,elements,4,1A+1T,,,1.5,,-0.11,,1.39
467086329e,33f558ef67,elements,8,CSSp2,,,2.3,,0.23,,2.53
4685565f4c,35efca5388,elements,6,SSpB,,,1.1,,0.04,,1.14
468bd9c491,556273d14d,components,,Transitions,,,,2.0,,,3.33
468fb12496,66f3ec43a4,elements,7,USpB,,,1.0,,0.0,,1.0
46b4592fed,ec8433214c,elements,,,,,12.2,,,,11.87
46dc567bbe,152efd405d,elements,1,1A+2Lo,,,2.8,,-0.06,,2.74
46deaa8f24,eafa5802d0,elements,6,CSp1,,,1.4,,0.05,,1.45
46ec329c9b,e858eb8b71,components,,Performance,,,,1.8,,,3.08
46faf4343e,a5c1f37deb,elements,4,StSqB,,,1.5,,0.05,,1.55
46ffe35849,64b89b2f61,elements,3,2S+1T,,,1.7,,-0.13,,1.57
472778d9b9,2f0afded51,elements,4,StSq2,,,2.6,,0.0,,2.6
4730f0584e,8bdbc1103b,elements,3,1A,,,1.1,,0.0,,1.1
473c74d827,696581df34,elements,7,CCoSpBV,,,1.28,,-0.17,,1.11
4759468d62,fd1baaedea,components,,Skating Skills,,,,2.0,,,5.5
475e6a8f43,d685504907,components,,Performance,,,,2.5,,,2.83
476216623d,1fedb6444f,elements,8,SSpB,,,1.1,,-0.04,,1.06
476eaba3fb,caa1956039,components,,Interpretation of the Music,,,,1.7,,,3.5
477847c7f1,d57ab95a95,elements,8,CSSp2,,,2.3,,0.0,,2.3
477f9fd492,d5ed5817b7,elements,5,StSq2,,,2.6,,-1.3,,1.3
47a5495afc,eb7b8172b4,components,,Performance,,,,0.5,,,1.67
47a6c4ae5c,b5e5181ce5,elements,7,StSq1,,,1.8,,0.12,,1.92
47b4873e75,536a6c986d,elements,7,CSSp2,,,2.3,,-0.15,,2.15
47f76a0cf2,e93cca6a6b,elements,4,1F,,x,1.0,,0.0,,1.0
48005864cb,afa452f5d9,elements,2,1Lz!+1Lo,!,,1.1,,-0.1,,1.0
482670eb33,9b550e9b27,elements,8,1A+1A+SEQ,,,1.76,,0.11,,1.87
4855efbba9,0da9209265,elements,2,2S,,,1.3,,-0.65,,0.65
48644edf58,d89b696204,elements,3,2Lo+1A+SEQ,,,2.24,,0.11,,2.35
48b29f0b33,ca06c998d3,elements,7,1A*,*,,0.0,,0.0,,0.0
48bbb07c81,740c7588f3,components,,Skating Skills,,,,1.0,,,1.58
48d35afac6,fd533b66e1,elements,2,2Sq,q,,1.3,,-0.26,,1.04
48eaca8b5a,1364f78a5a,elements,8,2Lo,,,1.7,,0.11,,1.81
48f8eb6079,7af3582931,elements,2,2F,,,1.8,,0.06,,1.86
4926ac5fd0,f46341d239,components,,Performance,,,,1.0,,,2.67
493c6e2b31,85908e5dc9,elements,7,1F+1T,,,0.9,,-0.02,,0.88
494fd8ebbd,af590b5650,elements,,,,,14.86,,,,14.86
4978d1037c,b5e5181ce5,components,,Skating Skills,,,,1.7,,,3.42
498d3bafc1,c9635f3dba,elements,4,CoSp1,,,1.7,,-0.06,,1.64
4998a828e0,26a1a3bc5b,elements,3,1A+1Lo,,,1.6,,0.0,,1.6
49a9684866,dc3293e950,elements,6,StSq1,,,1.8,,0.0,,1.8
49c011c260,6d43103d33,elements,3,CCoSpBV,,,1.28,,-0.26,,1.02
49c703f22b,ebdc98fb64,elements,7,1A+1Lo<<,<<,,1.1,,-0.4,,0.7
49ca6077e9,66f3ec43a4,elements,,,,,7.4,,,,7.25
49d2074f91,b65be3f4ff,components,,Skating Skills,,,,1.0,,,2.42
49dd3f3992,0ffb75eb13,elements,6,StSq2,,,2.6,,0.09,,2.69
49e5cb7c57,40d78c32ae,elements,3,1F+1Lo,,,1.0,,0.0,,1.0
4a13fc663d,152efd405d,elements,,,,,19.32,,,,17.43
4a1605b9b7,8469770de1,elements,1,SSp2,,,1.6,,0.21,,1.81
4a22629eca,089c83d095,elements,1,2Lo,,,1.7,,-0.17,,1.53
4a2b3afd0a,ee7af6ee01,elements,6,1A,,,1.1,,-0.29,,0.81
4a36869d05,8c6a5f6412,elements,5,2S,,,1.3,,0.0,,1.3
4a395b693b,d302863698,elements,3,SSpB,,,1.1,,0.04,,1.14
4a4ccd7c1e,92ced3aafa,elements,2,1A+1Lo,,,1.6,,0.07,,1.67
4a54873e03,7af3582931,elements,9,FCSSp3,,,2.6,,0.0,,2.6
4a597c2117,7ae96e113c,components,,Skating Skills,,,,1.7,,,3.83
4a6b8bf82b,c9635f3dba,elements,8,SSpB,,,1.1,,0.0,,1.1
4a7f841bdd,2127e8e94d,elements,,,,,8.7,,,,8.07
4a9188e2dd,cf4a8f5a11,elements,6,StSqB,,,1.5,,-0.75,,0.75
4aa0be21fd,e42e850f18,elements,6,CCoSp2,,,2.5,,-0.25,,2.25
4ab1e71cdf,a1d26bc58e,elements,4,3T+2T,,,5.5,,-1.68,,3.82
4ab93a54b3,404022f49f,elements,1,1Lze,e,,0.48,,-0.13,,0.35
4ac606862a,0faf8d7c29,elements,2,1Lz+1Lo,,,1.1,,0.0,,1.1
4ad4546b2e,0ffb75eb13,elements,3,2S,,,1.3,,0.04,,1.34
4b13bf4245,d480965e05,elements,5,CCoSp3,,,3.0,,0.8,,3.8
4b1c1f933d,f7c1f22cf7,elements,2,StSqB,,,1.5,,-0.25,,1.25
4b377276db,8a45813cde,components,,Skating Skills,,,,2.5,,,3.08
4b44b144ad,9308736e6f,elements,4,CSSp2,,,2.3,,0.23,,2.53
4b48d984aa,218952cf6e,elements,4,1A,,,1.1,,0.0,,1.1
4b4916d2d1,5fc1013d34,elements,6,SSpB,,,1.1,,0.04,,1.14
4b5b3897c5,a79b4b906f,components,,Performance,,,,2.5,,,2.58
4b7530a53d,625f546e5b,elements,2,1Lz+1Lo,,,1.1,,-0.04,,1.06
4b79749815,1f9ecab5b7,elements,6,1A+1T,,,1.5,,0.0,,1.5
4b7a2b502a,9fb7b55d58,elements,,,,,22.6,,,,22.82
4b9e8673b0,5435475620,elements,1,2S+2Lo,,,3.0,,0.0,,3.0
4baceeb021,3aa8d01d9c,elements,7,1F+1Lo,,x,2.0,,-0.03,,1.97
4bad1bc2bd,bc9fe94419,elements,9,CCoSp3,,,3.0,,-0.1,,2.9
4bc069541e,d3abe15c4f,elements,7,1A,,,1.1,,0.0,,1.1
4bd233ca4f,0534227b77,elements,2,1Lz!+1Lo,!,,1.1,,-0.06,,1.04
4be81a3452,7e94621f24,components,,Skating Skills,,,,1.7,,,3.5
4bfec36c2e,0c564afae2,elements,1,2T,,,1.3,,-0.65,,0.65
4c10ee8671,370a5f0ae0,elements,8,1A,,,1.1,,-0.4,,0.7
4c48c4956d,6a777fab56,elements,8,CSSp2,,,2.3,,0.0,,2.3
4c4c0245a3,ec8433214c,elements,4,2S,,,1.3,,-0.48,,0.82
4c5b071f88,d57ab95a95,elements,5,StSq1,,,1.8,,0.06,,1.86
4c613e0e17,fdcad27a48,elements,4,1Lz,,,0.6,,0.0,,0.6
4c63a390aa,b04e49d6df,components,,Interpretation of the Music,,,,1.7,,,3.33
4c6fe1b7fe,cc67ec9f53,elements,7,CoSp,,,0.0,,0.0,,0.0
4c722993db,9b34a3206f,elements,5,StSqB,,,1.5,,-0.05,,1.45
4c80440d98,6a777fab56,components,,Interpretation of the Music,,,,1.7,,,2.92
4c9a9517f4,5869bb8ad4,elements,1,2S,,,1.3,,-0.48,,0.82
4cb69611f7,3525629243,elements,3,1S,,x,0.8,,0.0,,0.8
4cc78174f0,870bf02103,components,,Interpretation,,,,1.0,,,1.75
4cd86a51fd,49d721375e,components,,Performance,,,,1.0,,,1.92
4ce5ebb682,f867ec6a25,components,,Performance,,,,2.5,,,2.08
4cecc6b199,d89b696204,elements,8,SSp2,,,1.6,,0.16,,1.76
4cf91207d8,2af5a5445b,elements,6,StSqB,,,1.5,,-0.15,,1.35
4d127114b5,505f8ee056,elements,3,CCoSp1,,,2.0,,-0.07,,1.93
4d19b49663,0839b7c97e,elements,3,CCoSp2,,,2.5,,0.25,,2.75
4d24bb04c4,06a4083116,elements,3,CCoSpBV,,,1.28,,-0.13,,1.15
4d746fef73,ce8038e2c9,elements,5,1A+1Lo,,,1.6,,0.15,,1.75
4db8df258c,af590b5650,components,,Skating Skills,,,,1.7,,,3.5
4dc4660005,bfc79f3591,elements,8,1A+2T,,,2.4,,0.0,,2.4
4df1828b62,634e1ea0c5,elements,6,StSq1,,,1.8,,-0.12,,1.68
4dfb35c280,430691cdbd,elements,1,1Lz+1A+SEQ,,,1.36,,0.0,,1.36
4e06ccbc9e,1198fc6e65,components,,Skating Skills,,,,2.5,,,2.5
4e0a160347,481fede470,elements,1,1A+1Lo,,,1.6,,0.0,,1.6
4e10cd43e7,5435475620,components,,Performance,,,,2.0,,,3.75
4e2570c9ac,cc67ec9f53,elements,6,2S,,,1.3,,-0.61,,0.69
4e292701df,0045d6ca7a,components,,Performance,,,,1.0,,,1.0
4e568d87eb,9d20ee1f99,components,,Transitions,,,,1.0,,,0.67
4e5c046519,d94872bf92,elements,1,1S,,x,0.8,,0.0,,0.8
4e5c83115e,f7c1f22cf7,components,,Performance,,,,2.5,,,2.92
4e6e804aa7,07467f8432,elements,7,1A,,,1.1,,0.07,,1.17
4e6ed9457a,3aa8d01d9c,elements,1,1S,,,0.4,,-0.04,,0.36
4e77321085,1308f16dc4,components,,Performance,,,,2.5,,,2.58
4e88a51e8b,ff71273c6a,elements,3,2Lo<<,<<,,0.5,,-0.23,,0.27
4e8e136973,1d3ae89e3d,elements,1,FCSSp2,,,2.3,,-0.23,,2.07
4e8fedde1e,bc2e828ed4,elements,1,1A+1Lo,,,1.6,,-0.04,,1.56
4e91024351,f09e7c4409,components,,Performance,,,,1.7,,,2.92
4ead8189c4,bf93cb4620,components,,Skating Skills,,,,2.5,,,3.17
4eb271db55,3cfaaddd7a,components,,Skating Skills,,,,2.5,,,2.92
4eb9dec538,ce8038e2c9,elements,1,2Lo<,<,,1.36,,-0.27,,1.09
4ebf78d96e,723cebacb2,elements,,,,,12.46,,,,12.55
4ec406d26f,9660a36d6a,elements,3,StSqB,,,1.5,,-0.05,,1.45
4ee4eb6433,e4710f75b9,elements,5,2Sq+1A+SEQ,q,,1.92,,-0.3,,1.62
4ee76a0b52,1f9ecab5b7,elements,3,CCoSp2V,,,1.88,,0.0,,1.88
4ee83c2c96,2477bcd35e,elements,5,SSp1,,,1.3,,0.0,,1.3
4f2620649f,71a4576c93,elements,1,2Lo,,,1.7,,-0.11,,1.59
4f386cee38,d3abe15c4f,elements,4,StSqB,,,1.5,,-0.15,,1.35
4f52a924aa,40e368c142,components,,Skating Skills,,,,2.5,,,2.67
4f71d868b7,f13ac394d3,elements,5,StSq1,,,1.8,,-0.06,,1.74
4fb660b16f,87704e367d,elements,2,CCoSp1,,,2.0,,0.07,,2.07
4fb94d9037,9071530734,elements,1,1F,,,0.5,,0.02,,0.52
4fc2751e1b,87704e367d,components,,Skating Skills,,,,2.5,,,3.0
4fc8034f04,7af3582931,components,,Transitions,,,,1.8,,,3.5
4fd4f4434f,3aa8d01d9c,components,,Skating Skills,,,,1.0,,,2.67
4fe14660bc,b5e5181ce5,elements,4,1A+2T,,,2.4,,-0.22,,2.18
4feb41afea,fdcad27a48,elements,5,1F+1Lo,,,1.0,,0.0,,1.0
4ff9a1f593,1e526a4fcb,elements,2,StSqB,,,1.5,,-0.05,,1.45
500b2c870c,870bf02103,components,,Transitions,,,,1.0,,,1.75
500fa32881,1e526a4fcb,components,,Performance,,,,1.0,,,2.25
5017b65b9a,7ac68ad6f8,elements,7,CCoSp2,,,2.5,,0.25,,2.75
501f2c0708,6c858bc0ee,elements,5,1Lz!+1T<<,<<,x,1.2,,-0.2,,1.0
5047d438e3,625f546e5b,elements,1,1A,,,1.1,,-0.04,,1.06
504b33b58d,bfe3387c0e,elements,3,CSSp1,,,1.9,,0.13,,2.03
50504647d7,80236df2a4,elements,7,CCoSp2,,,2.5,,0.33,,2.83
505d9d3153,d3abe15c4f,elements,2,2Lo,,,1.7,,0.0,,1.7
506031a360,4b70ebcfc8,components,,Skating Skills,,,,1.7,,,3.58
50675364a4,c4835cd59a,elements,5,1F<<,<<,x,0.0,,0.0,,0.0
5097858d77,a81d8a93ef,elements,7,1A<,<,,0.88,,-0.44,,0.44
509bfc4bad,afa452f5d9,elements,3,CCoSpB,,,1.7,,-0.17,,1.53
50afc29674,07467f8432,elements,1,SSp2,,,1.6,,0.16,,1.76
50b67d6e08,e5db85b6b3,elements,7,1F+1Lo,,x,2.0,,-0.02,,1.98
50cb5f52fb,7ac68ad6f8,elements,3,SSp2,,,1.6,,-0.16,,1.44
50cfcce290,a1d26bc58e,components,,Interpretation of the Music,,,,2.0,,,4.17
50eb04da15,9b550e9b27,elements,,,,,14.06,,,,13.26
50ecf45e11,740c7588f3,elements,,,,,4.1,,,,3.63
510244b7e8,582d7c049b,elements,2,1T,,x,0.8,,0.0,,0.8
5111b8fa69,fbf6fde443,elements,4,CSSp2,,,2.3,,0.15,,2.45
51295cfff6,991d66bf0d,elements,5,2S+2Lo<<+2Lo<,<<,,3.16,,-0.68,,2.48
512b7b5d89,d94872bf92,elements,5,USpB,,,1.0,,0.0,,1.0
512f0a94aa,78439e5881,components,,Interpretation,,,,1.0,,,1.0
513186cd1b,b07781efa1,components,,Interpretation of the Music,,,,1.8,,,3.5
514a6af0f3,bfc79f3591,components,,Skating Skills,,,,1.7,,,3.25
5172768dd1,79160f6de0,elements,2,1A,,,1.1,,-0.11,,0.99
5178c6bdb4,f7c1f22cf7,elements,,,,,10.5,,,,9.5
5185faea58,a0fcaf550f,elements,3,CCoSpBV,,,1.28,,-0.3,,0.98
51901f0aa3,5f97c67dff,elements,1,2F<,<,,1.44,,-0.43,,1.01
51991c25fc,3b5ec5ad10,components,,Performance,,,,1.0,,,2.0
51bc54c887,723cebacb2,components,,Interpretation of the Music,,,,1.7,,,3.08
51f8d45cd4,0ffb75eb13,components,,Interpretation of the Music,,,,1.7,,,3.42
51fe8e6676,674cff475c,elements,,,,,14.1,,,,12.44
520dc8e1c7,fd533b66e1,components,,Skating Skills,,,,2.5,,,2.92
5217b245d5,f9c11a575b,elements,2,CCoSp2,,,2.5,,0.0,,2.5
5235ff1d2b,c4835cd59a,elements,4,1T,,x,0.8,,-0.04,,0.76
525261407c,496298f51c,components,,Performance,,,,2.5,,,3.08
525b4d54e6,a70f82abb3,elements,4,1A,,,1.1,,-0.18,,0.92
528d56d108,3aa8d01d9c,components,,Transitions,,,,1.0,,,2.17
5296b5beb1,3cfaaddd7a,elements,3,CCoSp2,,,2.5,,0.17,,2.67
52a0004def,cc67ec9f53,components,,Performance,,,,2.5,,,2.08
52a892b291,87704e367d,elements,3,2Lo,,,1.7,,-0.68,,1.02
52b7ce47a1,2127e8e94d,elements,6,1Lz,,,0.6,,0.02,,0.62
52b7d5e63c,c2b606e2ac,elements,2,1A,,,1.1,,0.04,,1.14
52bd3fc50a,2f0afded51,elements,1,2Lo<<,<<,,0.5,,-0.18,,0.32
52e3f8be19,ec8433214c,elements,6,1A,,,1.1,,0.0,,1.1
530dc6857d,62eb02e6ec,elements,5,1F+1Lo,,,1.0,,0.02,,1.02
5319aa6e14,49d721375e,components,,Interpretation,,,,1.0,,,1.83
53301c1bd7,40dbb42122,components,,Skating Skills,,,,1.0,,,2.58
5343c17cfc,fd59acf9b8,elements,8,CSSpBV,,,1.2,,-0.32,,0.88
5362bd5fae,4c0441afdc,components,,Performance,,,,1.0,,,1.33
536b8eb4bd,d480965e05,components,,Performance,,,,1.6,,,6.17
538370c1e2,5f71ecc439,elements,7,CSSp,,,0.0,,0.0,,0.0
538e35dcbf,b0ea6cd006,components,,Skating Skills,,,,2.5,,,2.42
538e61f7d8,fc471a28bf,elements,6,1Lo,,x,1.0,,0.0,,1.0
539aebd403,4e177c3666,elements,,,,,13.24,,,,14.19
53a72be6e8,e612ea912d,elements,4,CCoSp1V,,,1.5,,0.0,,1.5
53b91ac86c,3c3a5f6477,elements,1,2S+1A+SEQ,,,1.92,,0.13,,2.05
53f125c53d,4c23f1e6af,components,,Skating Skills,,,,2.5,,,2.92
53f59fb6de,991d66bf0d,components,,Skating Skills,,,,1.8,,,3.42
54008fe168,0c564afae2,components,,Skating Skills,,,,2.5,,,2.25
540cdea5b6,e9b50dc122,elements,4,StSqB,,,1.5,,-0.3,,1.2
541f7323c0,fbf6fde443,elements,5,StSq2,,,2.6,,0.26,,2.86
542a4aa326,f9c11a575b,components,,Performance,,,,2.5,,,2.58
542c8aeef9,4371e4dcd8,components,,Performance,,,,0.5,,,1.92
542f1c1fe1,7844d971b7,elements,4,2S,,,1.3,,0.0,,1.3
542f6d6d68,fd59acf9b8,elements,5,CCoSp2,,,2.5,,0.17,,2.67
54351d788e,6672fc7ad8,elements,4,CoSp,,,0.0,,0.0,,0.0
54436828d9,370a5f0ae0,elements,7,2T,,,1.3,,-0.09,,1.21
544e865f82,ed76f92308,elements,,,,,10.8,,,,8.41
545150599a,f4220006e6,elements,3,CCoSp1,,,2.0,,-0.13,,1.87
5454ed02f4,02e73e04ff,components,,Performance,,,,1.0,,,2.42
5460ecd745,e24d0572a2,elements,8,1Lz+1Lo,,x,2.2,,-0.12,,2.08
5470893778,daf3d8af16,elements,6,1A+1Loq,q,,1.6,,-0.37,,1.23
547989f58d,8bdbc1103b,components,,Performance,,,,2.5,,,2.42
548636b8e7,02f4eae2a0,components,,Skating Skills,,,,1.0,,,2.92
54895ed0b8,fd1baaedea,components,,Composition,,,,2.0,,,5.33
548b305150,e24d0572a2,elements,6,StSqB,,,1.5,,-0.05,,1.45
548cbc6980,07467f8432,elements,6,CCoSp1,,,2.0,,-0.07,,1.93
5492710508,2dbc33070e,components,,Skating Skills,,,,2.5,,,2.75
54d38de982,ff71273c6a,elements,1,2F+2T,,,3.1,,0.0,,3.1
54d83df66d,6f0853fe6c,components,,Interpretation of the Music,,,,2.0,,,4.75
