aspect_id,judge,score
3cb450a7c4,J5,0.0
3cbdbc27be,J1,-1.0
3cbdbc27be,J2,0.0
3cbdbc27be,J3,-3.0
3cd8285512,J1,2.25
3cd8285512,J2,2.25
3cd8285512,J3,2.5
3cdda93605,J1,0.0
3cdda93605,J2,-2.0
3cdda93605,J3,-2.0
3cdda93605,J4,1.0
3cdda93605,J5,-2.0
3cf4103795,J1,0.0
3cf4103795,J2,0.0
3cf4103795,J3,0.0
3d028894ba,J1,2.0
3d028894ba,J2,2.5
3d028894ba,J3,2.5
3d028894ba,J4,2.5
3d028894ba,J5,2.25
3d179f4ef0,J1,0.0
3d179f4ef0,J2,0.0
3d179f4ef0,J3,-1.0
3d19b0116f,J1,1.0
3d19b0116f,J2,2.0
3d19b0116f,J3,1.0
3d19b0116f,J4,1.0
3d19b0116f,J5,2.0
3d1d31a9f1,J1,-2.0
3d1d31a9f1,J2,-1.0
3d1d31a9f1,J3,-2.0
3d1ec508f7,J1,2.75
3d1ec508f7,J2,2.0
3d1ec508f7,J3,1.75
3d5ec770fd,J1,0.0
3d5ec770fd,J2,1.0
3d5ec770fd,J3,1.0
3d5ec770fd,J4,0.0
3d5ec770fd,J5,0.0
3d613f99c9,J1,-1.0
3d613f99c9,J2,-1.0
3d613f99c9,J3,-1.0
3d613f99c9,J4,0.0
3d613f99c9,J5,-1.0
3d91f56446,J1,2.75
3d91f56446,J2,2.25
3d91f56446,J3,2.5
3d91f56446,J4,2.5
3d91f56446,J5,2.5
3db4f7df4a,J1,2.25
3db4f7df4a,J2,2.75
3db4f7df4a,J3,2.75
3db4f7df4a,J4,2.5
3db4f7df4a,J5,2.25
3ddfdadec9,J1,2.0
3ddfdadec9,J2,2.0
3ddfdadec9,J3,1.0
3ddfdadec9,J4,2.0
3ddfdadec9,J5,2.0
3de369ee82,J1,2.5
3de369ee82,J2,2.5
3de369ee82,J3,2.25
3de369ee82,J4,2.5
3de369ee82,J5,2.25
3e045dd064,J1,1.75
3e045dd064,J2,1.75
3e045dd064,J3,1.5
3e28b66284,J1,3.5
3e28b66284,J2,3.5
3e28b66284,J3,3.25
3e28b66284,J4,3.0
3e28b66284,J5,2.75
3e2e99c3da,J1,2.0
3e2e99c3da,J2,2.0
3e2e99c3da,J3,1.0
3e2e99c3da,J4,2.0
3e2e99c3da,J5,1.0
3e32942e4c,J1,-1.0
3e32942e4c,J2,0.0
3e32942e4c,J3,0.0
3e32942e4c,J4,0.0
3e32942e4c,J5,0.0
3e364775e4,J1,-2.0
3e364775e4,J2,-3.0
3e364775e4,J3,-1.0
3e364775e4,J4,-1.0
3e364775e4,J5,-1.0
3e3bc5e02d,J1,1.75
3e3bc5e02d,J2,1.5
3e3bc5e02d,J3,1.5
3e44f1472c,J1,-5.0
3e44f1472c,J2,-4.0
3e44f1472c,J3,-4.0
3e62641e5b,J1,-1.0
3e62641e5b,J2,-1.0
3e62641e5b,J3,-1.0
3e72067e15,J1,0.0
3e72067e15,J2,0.0
3e72067e15,J3,1.0
3ee2d1c9be,J1,-2.0
3ee2d1c9be,J2,-3.0
3ee2d1c9be,J3,-2.0
3ee2d1c9be,J4,-2.0
3ee2d1c9be,J5,-1.0
3f0e3fec70,J1,2.0
3f0e3fec70,J2,2.0
3f0e3fec70,J3,1.0
3f0e3fec70,J4,1.0
3f0e3fec70,J5,1.0
3f15e16cde,J1,3.75
3f15e16cde,J2,3.5
3f15e16cde,J3,3.5
3f15e16cde,J4,3.75
3f15e16cde,J5,3.5
3f3d5d5702,J1,1.0
3f3d5d5702,J2,2.0
3f3d5d5702,J3,1.0
3f3d5d5702,J4,0.0
3f3d5d5702,J5,1.0
3f4275b7b0,J1,0.0
3f4275b7b0,J2,-1.0
3f4275b7b0,J3,-1.0
3f4275b7b0,J4,0.0
3f4275b7b0,J5,0.0
3f48d27685,J1,0.0
3f48d27685,J2,0.0
3f48d27685,J3,0.0
3f4f37f8e1,J1,1.0
3f4f37f8e1,J2,0.0
3f4f37f8e1,J3,2.0
3f53358383,J1,-1.0
3f53358383,J2,-1.0
3f53358383,J3,0.0
3f53358383,J4,-1.0
3f53358383,J5,-1.0
3f89087f29,J1,2.25
3f89087f29,J2,2.5
3f89087f29,J3,2.75
3f90a8792c,J1,0.0
3f90a8792c,J2,0.0
3f90a8792c,J3,0.0
3fa66490ba,J1,1.5
3fa66490ba,J2,1.5
3fa66490ba,J3,1.75
3fa9e957ff,J1,-5.0
3fa9e957ff,J2,-5.0
3fa9e957ff,J3,-5.0
3fa9e957ff,J4,-5.0
3fa9e957ff,J5,-5.0
3faec7dcae,J1,1.0
3faec7dcae,J2,0.0
3faec7dcae,J3,1.0
3faec7dcae,J4,0.0
3faec7dcae,J5,0.0
3fb7dca774,J1,-1.0
3fb7dca774,J2,-2.0
3fb7dca774,J3,-2.0
3fb7dca774,J4,-2.0
3fb7dca774,J5,-2.0
3fc4c1b913,J1,-5.0
3fc4c1b913,J2,-3.0
3fc4c1b913,J3,-4.0
3fc4c1b913,J4,-3.0
3fc4c1b913,J5,-3.0
3fcd9a0d09,J1,-1.0
3fcd9a0d09,J2,-3.0
3fcd9a0d09,J3,-2.0
3fcd9a0d09,J4,-3.0
3fcd9a0d09,J5,-4.0
3fdf9f2c19,J1,1.0
3fdf9f2c19,J2,0.0
3fdf9f2c19,J3,0.0
3fdf9f2c19,J4,1.0
3fdf9f2c19,J5,1.0
3ff1d57a78,J1,3.5
3ff1d57a78,J2,2.75
3ff1d57a78,J3,3.0
3ff1d57a78,J4,2.5
3ff1d57a78,J5,2.0
3ff461355b,J1,0.0
3ff461355b,J2,-1.0
3ff461355b,J3,-1.0
400d4429c0,J1,0.0
400d4429c0,J2,0.0
400d4429c0,J3,0.0
400d4429c0,J4,0.0
400d4429c0,J5,1.0
403ba68ebe,J1,2.75
403ba68ebe,J2,2.75
403ba68ebe,J3,2.5
404c68a43e,J1,-1.0
404c68a43e,J2,-1.0
404c68a43e,J3,-2.0
404c68a43e,J4,-2.0
404c68a43e,J5,-2.0
40635648fb,J1,3.0
40635648fb,J2,3.0
40635648fb,J3,2.75
40635648fb,J4,2.75
40635648fb,J5,2.5
40a4b14a2a,J1,-1.0
40a4b14a2a,J2,-1.0
40a4b14a2a,J3,-1.0
40a4b14a2a,J4,-2.0
40a4b14a2a,J5,-1.0
40ada29bf3,J1,-2.0
40ada29bf3,J2,-1.0
40ada29bf3,J3,-1.0
40ada29bf3,J4,-1.0
40ada29bf3,J5,0.0
40b8ebca85,J1,-2.0
40b8ebca85,J2,-2.0
40b8ebca85,J3,-2.0
40bdbf2847,J1,0.0
40bdbf2847,J2,0.0
40bdbf2847,J3,0.0
40bdbf2847,J4,0.0
40bdbf2847,J5,1.0
40c49e6671,J1,1.0
40c49e6671,J2,1.0
40c49e6671,J3,0.0
40c49e6671,J4,0.0
40c49e6671,J5,0.0
40e45383c4,J1,1.0
40e45383c4,J2,1.0
40e45383c4,J3,1.0
40e45383c4,J4,0.0
40e45383c4,J5,0.0
4112643bcd,J1,1.0
4112643bcd,J2,1.0
4112643bcd,J3,1.0
4112643bcd,J4,0.0
4112643bcd,J5,1.0
411547348b,J1,0.0
411547348b,J2,0.0
411547348b,J3,0.0
4142864ee2,J1,-2.0
4142864ee2,J2,-2.0
4142864ee2,J3,0.0
4142864ee2,J4,-1.0
4142864ee2,J5,-2.0
4182bcbaee,J1,3.5
4182bcbaee,J2,3.5
4182bcbaee,J3,3.5
4182bcbaee,J4,3.0
4182bcbaee,J5,3.25
41b3041d7d,J1,3.5
41b3041d7d,J2,3.5
41b3041d7d,J3,3.5
41b3041d7d,J4,3.0
41b3041d7d,J5,2.75
41ce71dc31,J1,0.0
41ce71dc31,J2,0.0
41ce71dc31,J3,-1.0
41ce71dc31,J4,0.0
41ce71dc31,J5,0.0
420639343c,J1,3.25
420639343c,J2,3.25
420639343c,J3,2.75
420639343c,J4,2.5
420639343c,J5,2.75
420e09c3be,J1,-2.0
420e09c3be,J2,-3.0
420e09c3be,J3,-1.0
420e09c3be,J4,0.0
420e09c3be,J5,-4.0
423139760d,J1,0.0
423139760d,J2,1.0
423139760d,J3,-1.0
423139760d,J4,0.0
423139760d,J5,0.0
425931c3cb,J1,-5.0
425931c3cb,J2,1.0
425931c3cb,J3,2.0
425931c3cb,J4,0.0
425931c3cb,J5,0.0
4260f458f9,J1,1.0
4260f458f9,J2,0.0
4260f458f9,J3,0.0
4273242e66,J1,0.0
4273242e66,J2,1.0
4273242e66,J3,1.0
4273242e66,J4,0.0
4273242e66,J5,1.0
428a6f5373,J1,2.5
428a6f5373,J2,3.0
428a6f5373,J3,2.25
428a6f5373,J4,2.25
428a6f5373,J5,2.25
42b37c052f,J1,-1.0
42b37c052f,J2,0.0
42b37c052f,J3,0.0
42c2a077d7,J1,0.0
42c2a077d7,J2,0.0
42c2a077d7,J3,1.0
42c2a077d7,J4,-1.0
42c2a077d7,J5,1.0
4307eac1fb,J1,0.0
4307eac1fb,J2,0.0
4307eac1fb,J3,0.0
430b30c345,J1,0.0
430b30c345,J2,0.0
430b30c345,J3,2.0
431882cb43,J1,-5.0
431882cb43,J2,-3.0
431882cb43,J3,-4.0
431882cb43,J4,-3.0
431882cb43,J5,-3.0
43739ad090,J1,1.75
43739ad090,J2,1.25
43739ad090,J3,0.75
4388be6874,J1,-1.0
4388be6874,J2,0.0
4388be6874,J3,0.0
43916a779f,J1,3.5
43916a779f,J2,2.0
43916a779f,J3,2.25
43916a779f,J4,2.5
43916a779f,J5,2.25
4397fe4c4d,J1,3.5
4397fe4c4d,J2,3.25
4397fe4c4d,J3,3.75
4397fe4c4d,J4,3.25
4397fe4c4d,J5,3.25
439c355539,J1,3.5
439c355539,J2,3.5
439c355539,J3,3.75
439c355539,J4,3.0
439c355539,J5,3.25
43bfd7a1e3,J1,3.75
43bfd7a1e3,J2,4.0
43bfd7a1e3,J3,3.75
43bfd7a1e3,J4,3.25
43bfd7a1e3,J5,3.25
43d982bb43,J1,1.0
43d982bb43,J2,0.0
43d982bb43,J3,0.0
43d982bb43,J4,1.0
43d982bb43,J5,1.0
43e955602f,J1,2.5
43e955602f,J2,2.25
43e955602f,J3,2.5
43f6f3db91,J1,0.0
43f6f3db91,J2,0.0
43f6f3db91,J3,0.0
43f6f3db91,J4,0.0
43f6f3db91,J5,0.0
43faad3aa3,J1,-1.0
43faad3aa3,J2,0.0
43faad3aa3,J3,0.0
43faad3aa3,J4,-1.0
43faad3aa3,J5,-1.0
4403bc6e52,J1,0.0
4403bc6e52,J2,0.0
4403bc6e52,J3,0.0
4407fa3ca7,J1,2.75
4407fa3ca7,J2,2.25
4407fa3ca7,J3,2.25
443659b460,J1,-2.0
443659b460,J2,-2.0
443659b460,J3,-2.0
443659b460,J4,-2.0
443659b460,J5,-2.0
443c6145bb,J1,3.0
443c6145bb,J2,3.0
443c6145bb,J3,2.75
443c6145bb,J4,2.25
443c6145bb,J5,2.0
445464ec18,J1,1.0
445464ec18,J2,1.0
445464ec18,J3,1.0
445464ec18,J4,0.0
445464ec18,J5,0.0
449c0b2aa5,J1,3.0
449c0b2aa5,J2,3.75
449c0b2aa5,J3,4.0
449c0b2aa5,J4,3.75
449c0b2aa5,J5,3.75
44a7448cdf,J1,2.25
44a7448cdf,J2,2.0
44a7448cdf,J3,2.25
44a7448cdf,J4,2.25
44a7448cdf,J5,2.25
44b5c1f95d,J1,0.0
44b5c1f95d,J2,0.0
44b5c1f95d,J3,-1.0
44bf5b440c,J1,-3.0
44bf5b440c,J2,0.0
44bf5b440c,J3,0.0
44bf5b440c,J4,0.0
44bf5b440c,J5,-1.0
44e6292255,J1,2.75
44e6292255,J2,2.75
44e6292255,J3,2.5
44e6292255,J4,2.25
44e6292255,J5,2.5
44f0e1ee33,J1,0.0
44f0e1ee33,J2,0.0
44f0e1ee33,J3,0.0
4504f2fc8b,J1,0.0
4504f2fc8b,J2,0.0
4504f2fc8b,J3,0.0
4530fcb22c,J1,0.0
4530fcb22c,J2,0.0
4530fcb22c,J3,0.0
4530fcb22c,J4,0.0
4530fcb22c,J5,0.0
453b2a5fca,J1,0.0
453b2a5fca,J2,1.0
453b2a5fca,J3,1.0
453b2a5fca,J4,1.0
453b2a5fca,J5,1.0
455ef537f4,J1,-4.0
455ef537f4,J2,-5.0
455ef537f4,J3,-5.0
45aeaa1f77,J1,-1.0
45aeaa1f77,J2,-1.0
45aeaa1f77,J3,0.0
45aeaa1f77,J4,0.0
45aeaa1f77,J5,0.0
45b357e0e7,J1,2.5
45b357e0e7,J2,3.5
45b357e0e7,J3,4.0
45b357e0e7,J4,3.5
45b357e0e7,J5,3.5
45c00071c2,J1,2.25
45c00071c2,J2,2.25
45c00071c2,J3,2.5
45d440b9f6,J1,-2.0
45d440b9f6,J2,0.0
45d440b9f6,J3,0.0
45e7ba5844,J1,0.0
45e7ba5844,J2,1.0
45e7ba5844,J3,1.0
45eeb8def6,J1,-2.0
45eeb8def6,J2,-1.0
45eeb8def6,J3,-2.0
45eeb8def6,J4,-2.0
45eeb8def6,J5,1.0
4610b1cf75,J1,2.5
4610b1cf75,J2,3.25
4610b1cf75,J3,3.0
4610b1cf75,J4,3.5
4610b1cf75,J5,3.25
463bd64482,J1,-1.0
463bd64482,J2,-1.0
463bd64482,J3,-1.0
467086329e,J1,0.0
467086329e,J2,1.0
467086329e,J3,3.0
467086329e,J4,1.0
467086329e,J5,1.0
4685565f4c,J1,0.0
4685565f4c,J2,1.0
4685565f4c,J3,0.0
4685565f4c,J4,1.0
4685565f4c,J5,0.0
468bd9c491,J1,3.25
468bd9c491,J2,3.5
468bd9c491,J3,3.0
468bd9c491,J4,3.25
468bd9c491,J5,3.75
468fb12496,J1,0.0
468fb12496,J2,1.0
468fb12496,J3,0.0
468fb12496,J4,0.0
468fb12496,J5,0.0
46dc567bbe,J1,-1.0
46dc567bbe,J2,1.0
46dc567bbe,J3,0.0
46dc567bbe,J4,0.0
46dc567bbe,J5,-1.0
46deaa8f24,J1,1.0
46deaa8f24,J2,0.0
46deaa8f24,J3,0.0
46ec329c9b,J1,3.0
46ec329c9b,J2,2.75
46ec329c9b,J3,3.25
46ec329c9b,J4,3.5
46ec329c9b,J5,3.0
46faf4343e,J1,0.0
46faf4343e,J2,0.0
46faf4343e,J3,1.0
46faf4343e,J4,0.0
46faf4343e,J5,1.0
46ffe35849,J1,-1.0
46ffe35849,J2,-1.0
46ffe35849,J3,0.0
46ffe35849,J4,-1.0
46ffe35849,J5,-1.0
472778d9b9,J1,-1.0
472778d9b9,J2,2.0
472778d9b9,J3,-1.0
4730f0584e,J1,0.0
4730f0584e,J2,0.0
4730f0584e,J3,0.0
4730f0584e,J4,0.0
4730f0584e,J5,0.0
473c74d827,J1,-1.0
473c74d827,J2,-2.0
473c74d827,J3,0.0
473c74d827,J4,-2.0
473c74d827,J5,-1.0
4759468d62,J1,8.5
4759468d62,J2,5.0
4759468d62,J3,5.25
4759468d62,J4,5.25
4759468d62,J5,6.0
475e6a8f43,J1,3.0
475e6a8f43,J2,3.0
475e6a8f43,J3,3.0
475e6a8f43,J4,2.5
475e6a8f43,J5,2.5
476216623d,J1,-1.0
476216623d,J2,-1.0
476216623d,J3,1.0
476216623d,J4,0.0
476216623d,J5,0.0
476eaba3fb,J1,3.75
476eaba3fb,J2,3.75
476eaba3fb,J3,3.75
476eaba3fb,J4,3.0
476eaba3fb,J5,2.75
477847c7f1,J1,-1.0
477847c7f1,J2,0.0
477847c7f1,J3,0.0
477847c7f1,J4,0.0
477847c7f1,J5,1.0
477f9fd492,J1,-4.0
477f9fd492,J2,-5.0
477f9fd492,J3,-5.0
477f9fd492,J4,-5.0
477f9fd492,J5,-5.0
47a5495afc,J1,1.75
47a5495afc,J2,1.0
47a5495afc,J3,2.25
47a6c4ae5c,J1,2.0
47a6c4ae5c,J2,1.0
47a6c4ae5c,J3,1.0
47a6c4ae5c,J4,0.0
47a6c4ae5c,J5,0.0
47b4873e75,J1,-1.0
47b4873e75,J2,0.0
47b4873e75,J3,1.0
47b4873e75,J4,-2.0
47b4873e75,J5,-1.0
47f76a0cf2,J1,0.0
47f76a0cf2,J2,0.0
47f76a0cf2,J3,0.0
47f76a0cf2,J4,0.0
47f76a0cf2,J5,1.0
48005864cb,J1,-2.0
48005864cb,J2,-1.0
48005864cb,J3,-2.0
482670eb33,J1,1.0
482670eb33,J2,1.0
482670eb33,J3,1.0
482670eb33,J4,0.0
482670eb33,J5,1.0
4855efbba9,J1,-5.0
4855efbba9,J2,-5.0
4855efbba9,J3,-5.0
4855efbba9,J4,-5.0
4855efbba9,J5,-5.0
48644edf58,J1,0.0
48644edf58,J2,1.0
48644edf58,J3,1.0
48644edf58,J4,0.0
48644edf58,J5,1.0
48bbb07c81,J1,1.5
48bbb07c81,J2,1.5
48bbb07c81,J3,1.75
48d35afac6,J1,-2.0
48d35afac6,J2,-2.0
48d35afac6,J3,-2.0
48eaca8b5a,J1,1.0
48eaca8b5a,J2,1.0
48eaca8b5a,J3,0.0
48f8eb6079,J1,0.0
48f8eb6079,J2,2.0
48f8eb6079,J3,0.0
48f8eb6079,J4,0.0
48f8eb6079,J5,1.0
4926ac5fd0,J1,2.5
4926ac5fd0,J2,2.75
4926ac5fd0,J3,2.75
493c6e2b31,J1,-1.0
493c6e2b31,J2,0.0
493c6e2b31,J3,0.0
4978d1037c,J1,4.0
4978d1037c,J2,3.5
4978d1037c,J3,3.5
4978d1037c,J4,3.25
4978d1037c,J5,3.25
498d3bafc1,J1,1.0
498d3bafc1,J2,-2.0
498d3bafc1,J3,0.0
4998a828e0,J1,0.0
4998a828e0,J2,0.0
4998a828e0,J3,0.0
4998a828e0,J4,0.0
4998a828e0,J5,0.0
49a9684866,J1,1.0
49a9684866,J2,0.0
49a9684866,J3,-1.0
49a9684866,J4,0.0
49a9684866,J5,0.0
49c011c260,J1,-3.0
49c011c260,J2,-1.0
49c011c260,J3,-2.0
49c703f22b,J1,-4.0
49c703f22b,J2,-3.0
49c703f22b,J3,-4.0
49d2074f91,J1,2.75
49d2074f91,J2,2.5
49d2074f91,J3,2.25
49d2074f91,J4,2.25
49d2074f91,J5,2.5
49dd3f3992,J1,1.0
49dd3f3992,J2,1.0
49dd3f3992,J3,0.0
49dd3f3992,J4,0.0
49dd3f3992,J5,0.0
49e5cb7c57,J1,1.0
49e5cb7c57,J2,0.0
49e5cb7c57,J3,-1.0
4a1605b9b7,J1,2.0
4a1605b9b7,J2,1.0
4a1605b9b7,J3,2.0
4a1605b9b7,J4,1.0
4a1605b9b7,J5,1.0
4a22629eca,J1,-1.0
4a22629eca,J2,-1.0
4a22629eca,J3,0.0
4a22629eca,J4,-1.0
4a22629eca,J5,-1.0
4a2b3afd0a,J1,-3.0
4a2b3afd0a,J2,-3.0
4a2b3afd0a,J3,-2.0
4a2b3afd0a,J4,-2.0
4a2b3afd0a,J5,-3.0
4a36869d05,J1,0.0
4a36869d05,J2,0.0
4a36869d05,J3,0.0
4a36869d05,J4,0.0
4a36869d05,J5,1.0
4a395b693b,J1,0.0
4a395b693b,J2,0.0
4a395b693b,J3,1.0
4a4ccd7c1e,J1,2.0
4a4ccd7c1e,J2,1.0
4a4ccd7c1e,J3,1.0
4a4ccd7c1e,J4,0.0
4a4ccd7c1e,J5,0.0
4a54873e03,J1,1.0
4a54873e03,J2,-2.0
4a54873e03,J3,0.0
4a54873e03,J4,0.0
4a54873e03,J5,0.0
4a597c2117,J1,3.25
4a597c2117,J2,3.5
4a597c2117,J3,4.25
4a597c2117,J4,4.25
4a597c2117,J5,3.75
4a6b8bf82b,J1,0.0
4a6b8bf82b,J2,0.0
4a6b8bf82b,J3,0.0
4a9188e2dd,J1,-5.0
4a9188e2dd,J2,-5.0
4a9188e2dd,J3,-5.0
4aa0be21fd,J1,-2.0
4aa0be21fd,J2,0.0
4aa0be21fd,J3,0.0
4aa0be21fd,J4,-1.0
4aa0be21fd,J5,-3.0
4ab1e71cdf,J1,-4.0
4ab1e71cdf,J2,-4.0
4ab1e71cdf,J3,-5.0
4ab1e71cdf,J4,-3.0
4ab1e71cdf,J5,-4.0
4ab93a54b3,J1,-3.0
4ab93a54b3,J2,-2.0
4ab93a54b3,J3,-2.0
4ab93a54b3,J4,-3.0
4ab93a54b3,J5,-4.0
4ac606862a,J1,0.0
4ac606862a,J2,1.0
4ac606862a,J3,0.0
4ac606862a,J4,0.0
4ac606862a,J5,0.0
4ad4546b2e,J1,0.0
4ad4546b2e,J2,1.0
4ad4546b2e,J3,1.0
4ad4546b2e,J4,0.0
4ad4546b2e,J5,0.0
4b13bf4245,J1,4.0
4b13bf4245,J2,3.0
4b13bf4245,J3,2.0
4b13bf4245,J4,2.0
4b13bf4245,J5,3.0
4b1c1f933d,J1,-2.0
4b1c1f933d,J2,-2.0
4b1c1f933d,J3,-1.0
4b377276db,J1,3.25
4b377276db,J2,3.0
4b377276db,J3,3.0
4b44b144ad,J1,2.0
4b44b144ad,J2,1.0
4b44b144ad,J3,1.0
4b44b144ad,J4,1.0
4b44b144ad,J5,1.0
4b48d984aa,J1,0.0
4b48d984aa,J2,0.0
4b48d984aa,J3,0.0
4b48d984aa,J4,0.0
4b48d984aa,J5,0.0
4b4916d2d1,J1,1.0
4b4916d2d1,J2,0.0
4b4916d2d1,J3,0.0
4b4916d2d1,J4,1.0
4b4916d2d1,J5,0.0
4b5b3897c5,J1,2.75
4b5b3897c5,J2,2.5
4b5b3897c5,J3,2.5
4b7530a53d,J1,-2.0
4b7530a53d,J2,0.0
4b7530a53d,J3,0.0
4b7530a53d,J4,-1.0
4b7530a53d,J5,-1.0
4b79749815,J1,0.0
4b79749815,J2,0.0
4b79749815,J3,0.0
4b79749815,J4,0.0
4b79749815,J5,0.0
4b9e8673b0,J1,-1.0
4b9e8673b0,J2,0.0
4b9e8673b0,J3,1.0
4b9e8673b0,J4,0.0
4b9e8673b0,J5,0.0
4baceeb021,J1,-2.0
4baceeb021,J2,0.0
4baceeb021,J3,0.0
4bad1bc2bd,J1,0.0
4bad1bc2bd,J2,-3.0
4bad1bc2bd,J3,0.0
4bad1bc2bd,J4,-1.0
4bad1bc2bd,J5,0.0
4bc069541e,J1,1.0
4bc069541e,J2,0.0
4bc069541e,J3,0.0
4bc069541e,J4,0.0
4bc069541e,J5,0.0
4bd233ca4f,J1,-1.0
4bd233ca4f,J2,-1.0
4bd233ca4f,J3,-1.0
4bd233ca4f,J4,-2.0
4bd233ca4f,J5,0.0
4be81a3452,J1,3.25
4be81a3452,J2,3.5
4be81a3452,J3,3.5
4be81a3452,J4,3.5
4be81a3452,J5,3.75
4bfec36c2e,J1,-5.0
4bfec36c2e,J2,-5.0
4bfec36c2e,J3,-5.0
4bfec36c2e,J4,-5.0
4bfec36c2e,J5,-5.0
4c10ee8671,J1,-4.0
4c10ee8671,J2,-3.0
4c10ee8671,J3,-4.0
4c10ee8671,J4,-5.0
4c10ee8671,J5,-2.0
4c48c4956d,J1,0.0
4c48c4956d,J2,0.0
4c48c4956d,J3,1.0
4c48c4956d,J4,0.0
4c48c4956d,J5,-2.0
4c4c0245a3,J1,-3.0
4c4c0245a3,J2,-4.0
4c4c0245a3,J3,-4.0
4c5b071f88,J1,2.0
4c5b071f88,J2,1.0
4c5b071f88,J3,-1.0
4c5b071f88,J4,1.0
4c5b071f88,J5,-1.0
4c613e0e17,J1,0.0
4c613e0e17,J2,0.0
4c613e0e17,J3,0.0
4c63a390aa,J1,3.75
4c63a390aa,J2,3.25
4c63a390aa,J3,3.5
4c63a390aa,J4,3.25
4c63a390aa,J5,3.0
4c722993db,J1,-1.0
4c722993db,J2,-1.0
4c722993db,J3,1.0
4c80440d98,J1,3.5
4c80440d98,J2,3.0
4c80440d98,J3,3.0
4c80440d98,J4,2.75
4c80440d98,J5,2.5
4c9a9517f4,J1,-3.0
4c9a9517f4,J2,-4.0
4c9a9517f4,J3,-4.0
4cb69611f7,J1,0.0
4cb69611f7,J2,0.0
4cb69611f7,J3,0.0
4cc78174f0,J1,1.75
4cc78174f0,J2,1.75
4cc78174f0,J3,1.75
4cd86a51fd,J1,1.75
4cd86a51fd,J2,2.0
4cd86a51fd,J3,2.0
4ce5ebb682,J1,2.0
4ce5ebb682,J2,2.0
4ce5ebb682,J3,2.0
4ce5ebb682,J4,2.25
4ce5ebb682,J5,2.25
4cecc6b199,J1,2.0
4cecc6b199,J2,1.0
4cecc6b199,J3,1.0
4cecc6b199,J4,0.0
4cecc6b199,J5,1.0
4cf91207d8,J1,-1.0
4cf91207d8,J2,-2.0
4cf91207d8,J3,0.0
4d127114b5,J1,1.0
4d127114b5,J2,-1.0
4d127114b5,J3,0.0
4d127114b5,J4,0.0
4d127114b5,J5,-2.0
4d19b49663,J1,-1.0
4d19b49663,J2,2.0
4d19b49663,J3,2.0
4d24bb04c4,J1,-1.0
4d24bb04c4,J2,-1.0
4d24bb04c4,J3,-1.0
4d746fef73,J1,1.0
4d746fef73,J2,2.0
4d746fef73,J3,1.0
4d746fef73,J4,1.0
4d746fef73,J5,2.0
4db8df258c,J1,3.75
4db8df258c,J2,3.5
4db8df258c,J3,3.25
4dc4660005,J1,0.0
4dc4660005,J2,0.0
4dc4660005,J3,0.0
4dc4660005,J4,0.0
4dc4660005,J5,0.0
4df1828b62,J1,-2.0
4df1828b62,J2,-1.0
4df1828b62,J3,0.0
4df1828b62,J4,-1.0
4df1828b62,J5,0.0
4dfb35c280,J1,-1.0
4dfb35c280,J2,0.0
4dfb35c280,J3,0.0
4dfb35c280,J4,1.0
4dfb35c280,J5,0.0
4e06ccbc9e,J1,2.75
4e06ccbc9e,J2,2.25
4e06ccbc9e,J3,2.5
4e0a160347,J1,0.0
4e0a160347,J2,0.0
4e0a160347,J3,0.0
4e0a160347,J4,0.0
4e0a160347,J5,0.0
4e10cd43e7,J1,3.25
4e10cd43e7,J2,4.25
4e10cd43e7,J3,4.25
4e10cd43e7,J4,3.25
4e10cd43e7,J5,3.75
4e2570c9ac,J1,-5.0
4e2570c9ac,J2,-5.0
4e2570c9ac,J3,-4.0
4e2570c9ac,J4,-5.0
4e2570c9ac,J5,-4.0
4e292701df,J1,1.25
4e292701df,J2,1.0
4e292701df,J3,0.75
4e568d87eb,J1,0.75
4e568d87eb,J2,1.0
4e568d87eb,J3,0.25
4e5c046519,J1,0.0
4e5c046519,J2,0.0
4e5c046519,J3,0.0
4e5c83115e,J1,2.75
4e5c83115e,J2,3.25
4e5c83115e,J3,2.75
4e6e804aa7,J1,0.0
4e6e804aa7,J2,1.0
4e6e804aa7,J3,2.0
4e6e804aa7,J4,0.0
4e6e804aa7,J5,1.0
4e6ed9457a,J1,-1.0
4e6ed9457a,J2,-1.0
4e6ed9457a,J3,-1.0
4e77321085,J1,2.0
4e77321085,J2,2.75
4e77321085,J3,2.75
4e77321085,J4,2.5
4e77321085,J5,2.5
4e88a51e8b,J1,-3.0
4e88a51e8b,J2,-5.0
4e88a51e8b,J3,-5.0
4e88a51e8b,J4,-4.0
4e88a51e8b,J5,-5.0
4e8e136973,J1,-1.0
4e8e136973,J2,-2.0
4e8e136973,J3,-2.0
4e8e136973,J4,0.0
4e8e136973,J5,0.0
4e8fedde1e,J1,0.0
4e8fedde1e,J2,0.0
4e8fedde1e,J3,-1.0
4e91024351,J1,2.5
4e91024351,J2,2.5
4e91024351,J3,3.25
4e91024351,J4,3.0
4e91024351,J5,3.25
4ead8189c4,J1,3.25
4ead8189c4,J2,3.25
4ead8189c4,J3,3.0
4eb271db55,J1,2.75
4eb271db55,J2,3.25
4eb271db55,J3,3.0
4eb271db55,J4,2.5
4eb271db55,J5,3.0
4eb9dec538,J1,-2.0
4eb9dec538,J2,-2.0
4eb9dec538,J3,-2.0
4eb9dec538,J4,-3.0
